,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,PaymentMethod_Electronic check,PaperlessBilling_Yes,Contract_One year,Contract_Two year,TechSupport_Yes,OnlineBackup_Yes,InternetService_Fiber optic,MultipleLines_Yes,Dependents_Yes,Partner_Yes,OnlineSecurity_Yes,Churn
0,-0.4368309238580155,0.8810778611533472,0.1959267742094306,0.6544985966071643,0.9680555927467854,1.3997084244475304,0.8412223280415853,1.9176598642195937,-0.5628263535705345,1.5660079668957474,1.3703984191481455,-0.8826896987585607,1.153198887815204,1.518718440288357,1.0300664004313795,-0.6341620827617667,0
1,-0.4368309238580155,-1.2842626174135892,0.5227546323250617,-0.9740698956061186,0.9680555927467854,1.3997084244475304,0.8412223280415853,-0.521468910445679,-0.5628263535705345,-0.6385663554332175,-0.7297147939076074,1.1329009519499638,-0.8671531082505229,-0.6584498966181855,-0.9708112016673992,-0.6341620827617667,0
2,-0.4368309238580155,-0.7939968486814527,-1.5095505767695994,-0.8950129584053437,0.9680555927467854,-0.7144345083117604,-1.1887463832873506,1.9176598642195937,-0.5628263535705345,-0.6385663554332175,-0.7297147939076074,-0.8826896987585607,-0.8671531082505229,-0.6584498966181855,-0.9708112016673992,-0.6341620827617667,0
3,2.2892152212306125,-0.3445865606769941,1.0536425236804017,-0.0105110557648482,-1.03299852559353,1.3997084244475304,0.8412223280415853,-0.521468910445679,1.776746937409849,-0.6385663554332175,-0.7297147939076074,1.1329009519499638,-0.8671531082505229,1.518718440288357,1.0300664004313795,-0.6341620827617667,0
4,2.2892152212306125,-1.079985213775199,0.3087404511224401,-0.8105928621482348,-1.03299852559353,1.3997084244475304,0.8412223280415853,-0.521468910445679,-0.5628263535705345,-0.6385663554332175,-0.7297147939076074,1.1329009519499638,-0.8671531082505229,-0.6584498966181855,-0.9708112016673992,1.5768839342223278,0
5,2.2892152212306125,0.2273901695104984,1.2543845075991396,0.7600844111154018,0.9680555927467854,1.3997084244475304,0.8412223280415853,-0.521468910445679,-0.5628263535705345,-0.6385663554332175,1.3703984191481455,1.1329009519499638,1.153198887815204,-0.6584498966181855,1.0300664004313795,-0.6341620827617667,0
6,-0.4368309238580155,-0.8348523294091307,0.6753849010897223,-0.5774609727982111,-1.03299852559353,-0.7144345083117604,0.8412223280415853,1.9176598642195937,-0.5628263535705345,-0.6385663554332175,-0.7297147939076074,1.1329009519499638,-0.8671531082505229,-0.6584498966181855,-0.9708112016673992,1.5768839342223278,0
7,-0.4368309238580155,-0.262875599221638,-0.6684250739034825,-0.4991102952262538,0.9680555927467854,-0.7144345083117604,0.8412223280415853,-0.521468910445679,-0.5628263535705345,-0.6385663554332175,1.3703984191481455,-0.8826896987585607,-0.8671531082505229,-0.6584498966181855,-0.9708112016673992,1.5768839342223278,0
8,-0.4368309238580155,-1.079985213775199,-0.8044650960632884,-0.9136184855020084,-1.03299852559353,-0.7144345083117604,-1.1887463832873506,-0.521468910445679,1.776746937409849,1.5660079668957474,1.3703984191481455,-0.8826896987585607,-0.8671531082505229,1.518718440288357,1.0300664004313795,-0.6341620827617667,0
9,-0.4368309238580155,1.4121991106131615,0.7500410108115669,1.6030052781092587,0.9680555927467854,1.3997084244475304,-1.1887463832873506,1.9176598642195937,-0.5628263535705345,-0.6385663554332175,1.3703984191481455,1.1329009519499638,1.153198887815204,1.518718440288357,1.0300664004313795,-0.6341620827617667,1
10,2.2892152212306125,1.2079217069747716,1.292542074790305,1.8080633472137813,0.9680555927467854,1.3997084244475304,0.8412223280415853,1.9176598642195937,-0.5628263535705345,-0.6385663554332175,1.3703984191481455,1.1329009519499638,1.153198887815204,-0.6584498966181855,1.0300664004313795,-0.6341620827617667,1
11,-0.4368309238580155,0.7176559382426351,-0.8409636385939679,-0.1173769658503178,0.9680555927467854,-0.7144345083117604,0.8412223280415853,-0.521468910445679,-0.5628263535705345,-0.6385663554332175,-0.7297147939076074,-0.8826896987585607,-0.8671531082505229,1.518718440288357,1.0300664004313795,1.5768839342223278,0
12,-0.4368309238580155,1.616476514251552,0.0283652835004015,1.0493418703430275,0.9680555927467854,-0.7144345083117604,0.8412223280415853,-0.521468910445679,1.776746937409849,1.5660079668957474,1.3703984191481455,-0.8826896987585607,-0.8671531082505229,1.518718440288357,1.0300664004313795,1.5768839342223278,0
13,2.2892152212306125,-0.0585981955832478,1.1316166827232177,0.2754578820660956,-1.03299852559353,1.3997084244475304,0.8412223280415853,-0.521468910445679,-0.5628263535705345,1.5660079668957474,-0.7297147939076074,1.1329009519499638,-0.8671531082505229,1.518718440288357,1.0300664004313795,-0.6341620827617667,1
14,-0.4368309238580155,1.616476514251552,0.9026712795762272,1.9840985596965783,0.9680555927467854,-0.7144345083117604,0.8412223280415853,-0.521468910445679,1.776746937409849,1.5660079668957474,1.3703984191481455,-0.8826896987585607,1.153198887815204,-0.6584498966181855,1.0300664004313795,1.5768839342223278,0
15,-0.4368309238580155,0.758511418970313,-0.6750611725454241,-0.0466627205149512,0.9680555927467854,-0.7144345083117604,0.8412223280415853,-0.521468910445679,-0.5628263535705345,1.5660079668957474,-0.7297147939076074,-0.8826896987585607,-0.8671531082505229,-0.6584498966181855,-0.9708112016673992,1.5768839342223278,0
16,-0.4368309238580155,-1.2842626174135892,-1.4730520342389195,-1.000620843526982,-1.03299852559353,-0.7144345083117604,-1.1887463832873506,-0.521468910445679,-0.5628263535705345,-0.6385663554332175,-0.7297147939076074,-0.8826896987585607,-0.8671531082505229,-0.6584498966181855,-0.9708112016673992,-0.6341620827617667,0
17,-0.4368309238580155,1.1262107455194157,1.6741177467019557,1.9736370889447172,-1.03299852559353,-0.7144345083117604,-1.1887463832873506,-0.521468910445679,1.776746937409849,1.5660079668957474,1.3703984191481455,1.1329009519499638,1.153198887815204,1.518718440288357,1.0300664004313795,1.5768839342223278,0
18,-0.4368309238580155,-0.3445865606769941,-1.4946193548252305,-0.7897582030981144,-1.03299852559353,-0.7144345083117604,-1.1887463832873506,-0.521468910445679,1.776746937409849,-0.6385663554332175,-0.7297147939076074,-0.8826896987585607,-0.8671531082505229,1.518718440288357,-0.9708112016673992,-0.6341620827617667,0
19,-0.4368309238580155,-1.2434071366859112,0.5260726816460328,-0.9459960753606174,-1.03299852559353,1.3997084244475304,0.8412223280415853,-0.521468910445679,-0.5628263535705345,-0.6385663554332175,-0.7297147939076074,1.1329009519499638,-0.8671531082505229,-0.6584498966181855,-0.9708112016673992,-0.6341620827617667,1
