SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,PaymentMethod_Electronic check,PaperlessBilling_Yes,Contract_One year,Contract_Two year,TechSupport_Yes,OnlineBackup_Yes,InternetService_Fiber optic,MultipleLines_Yes,Dependents_Yes,Partner_Yes,OnlineSecurity_Yes,score_1,class,Unnamed: 0,customerID,Churn
-0.43683092385801553,0.8810778611533472,0.19592677420943067,0.6544985966071643,0.9680555927467854,1.3997084244475304,0.8412223280415853,1.9176598642195937,-0.5628263535705345,1.5660079668957474,1.3703984191481455,-0.8826896987585607,1.153198887815204,1.5187184402883567,1.0300664004313795,-0.6341620827617667,0.08514510277880055,0,1695,4906-ZHGPK,0
-0.43683092385801553,-1.2842626174135892,0.5227546323250617,-0.9740698956061186,0.9680555927467854,1.3997084244475304,0.8412223280415853,-0.521468910445679,-0.5628263535705345,-0.6385663554332175,-0.7297147939076074,1.1329009519499638,-0.8671531082505229,-0.6584498966181855,-0.9708112016673993,-0.6341620827617667,0.8329748785475518,1,1095,7439-DKZTW,0
-0.43683092385801553,-0.7939968486814527,-1.5095505767695994,-0.8950129584053437,0.9680555927467854,-0.7144345083117604,-1.1887463832873506,1.9176598642195937,-0.5628263535705345,-0.6385663554332175,-0.7297147939076074,-0.8826896987585607,-0.8671531082505229,-0.6584498966181855,-0.9708112016673993,-0.6341620827617667,0.02664462194853046,0,3889,2592-HODOV,0
2.2892152212306125,-0.34458656067699417,1.0536425236804017,-0.010511055764848265,-1.03299852559353,1.3997084244475304,0.8412223280415853,-0.521468910445679,1.776746937409849,-0.6385663554332175,-0.7297147939076074,1.1329009519499638,-0.8671531082505229,1.5187184402883567,1.0300664004313795,-0.6341620827617667,0.10014884340072566,0,3667,7826-VVKWT,0
2.2892152212306125,-1.079985213775199,0.30874045112244014,-0.8105928621482348,-1.03299852559353,1.3997084244475304,0.8412223280415853,-0.521468910445679,-0.5628263535705345,-0.6385663554332175,-0.7297147939076074,1.1329009519499638,-0.8671531082505229,-0.6584498966181855,-0.9708112016673993,1.5768839342223278,0.5090787422346831,1,2902,1658-TJVOA,0
2.2892152212306125,0.22739016951049848,1.2543845075991396,0.7600844111154018,0.9680555927467854,1.3997084244475304,0.8412223280415853,-0.521468910445679,-0.5628263535705345,-0.6385663554332175,1.3703984191481455,1.1329009519499638,1.153198887815204,-0.6584498966181855,1.0300664004313795,-0.6341620827617667,0.4841863781693066,0,1630,2439-LYPMQ,0
-0.43683092385801553,-0.8348523294091307,0.6753849010897223,-0.5774609727982111,-1.03299852559353,-0.7144345083117604,0.8412223280415853,1.9176598642195937,-0.5628263535705345,-0.6385663554332175,-0.7297147939076074,1.1329009519499638,-0.8671531082505229,-0.6584498966181855,-0.9708112016673993,1.5768839342223278,0.20737365362277996,0,4294,7596-LDUXP,0
-0.43683092385801553,-0.26287559922163806,-0.6684250739034825,-0.49911029522625383,0.9680555927467854,-0.7144345083117604,0.8412223280415853,-0.521468910445679,-0.5628263535705345,-0.6385663554332175,1.3703984191481455,-0.8826896987585607,-0.8671531082505229,-0.6584498966181855,-0.9708112016673993,1.5768839342223278,0.15534663451736716,0,1881,4524-QCSSM,0
-0.43683092385801553,-1.079985213775199,-0.8044650960632884,-0.9136184855020085,-1.03299852559353,-0.7144345083117604,-1.1887463832873506,-0.521468910445679,1.776746937409849,1.5660079668957474,1.3703984191481455,-0.8826896987585607,-0.8671531082505229,1.5187184402883567,1.0300664004313795,-0.6341620827617667,0.038518603248795066,0,4710,7816-VGHTO,0
-0.43683092385801553,1.4121991106131617,0.7500410108115669,1.6030052781092587,0.9680555927467854,1.3997084244475304,-1.1887463832873506,1.9176598642195937,-0.5628263535705345,-0.6385663554332175,1.3703984191481455,1.1329009519499638,1.153198887815204,1.5187184402883567,1.0300664004313795,-0.6341620827617667,0.13561837411540145,0,1612,3092-IGHWF,1
